1000 80000
17 931 1298
45 405 2950
28 806 591
48 826 4385
57 418 2484
13 381 4379
22 171 281
57 567 1460
37 669 2333
60 118 3514
50 955 2705
34 403 4234
44 126 1274
55 702 921
59 192 903
13 461 4131
48 809 2637
56 678 3474
12 173 2193
60 374 3292
35 131 4011
57 437 2769
58 562 1874
50 629 2118
43 291 1772
44 326 4
39 812 595
19 872 4471
59 148 3747
57 64 3786
38 616 2559
54 233 2866
58 275 711
38 911 895
59 750 1059
56 916 3027
38 519 4984
52 502 3959
21 691 3581
60 754 3373
16 66 230
26 376 2328
8 51 2988
60 160 399
13 479 78
8 491 822
51 805 3624
28 934 244
37 332 854
3 188 3953
39 948 1084
39 629 4306
30 220 3260
3 728 3905
53 236 105
55 618 4366
50 710 1585
2 939 3149
50 874 949
31 418 4621
5 716 1388
11 376 424
58 138 2556
4 394 222
51 368 3125
22 583 4461
14 50 3021
31 333 47
48 984 3934
9 802 685
38 155 953
20 461 373
8 139 2561
10 879 4823
46 731 1367
17 940 2720
54 321 3622
51 811 4199
55 399 1668
22 320 2509
49 916 1395
27 531 1713
40 530 3577
23 703 3078
20 812 2370
41 341 511
40 325 685
21 842 432
17 314 3509
53 949 1042
58 223 4980
6 578 2123
43 260 1733
19 530 3510
48 563 1136
28 488 1439
35 801 219
5 607 3497
59 804 3968
12 709 549
60 583 1590
35 629 3214
6 436 4086
49 995 2284
11 716 4207
48 644 620
40 375 469
43 873 3125
48 876 3153
19 52 4964
28 887 954
17 389 824
14 156 3926
38 224 1579
9 593 90
2 922 1016
10 733 309
48 821 2180
28 555 1957
55 496 4013
14 121 1792
7 654 2435
57 69 4089
37 395 4361
8 537 821
46 588 2045
41 649 2794
58 922 2830
54 995 715
30 857 1107
50 143 2777
7 595 2781
34 324 3096
27 928 2609
50 464 2979
1 920 2833
31 197 1016
13 132 370
41 234 1539
22 60 2222
33 176 41
8 222 4438
18 497 178
45 318 1220
52 55 685
12 247 2167
34 147 734
37 836 3745
6 473 631
57 133 3680
57 789 2809
36 768 2797
11 894 1649
57 323 4335
4 463 2675
15 956 2399
48 234 350
55 728 1900
12 623 4266
28 923 4073
40 978 3763
49 925 3650
51 575 3026
44 283 4743
22 286 412
59 797 2343
23 144 944
48 474 278
46 52 4804
38 358 207
32 478 3291
54 548 4299
59 312 3540
30 233 3581
45 196 2421
56 760 4257
19 912 3808
51 668 348
3 486 2013
9 868 1103
13 598 2007
44 551 2186
43 233 977
40 967 1145
60 169 2034
3 829 2542
2 230 1531
55 901 4285
37 285 1598
45 680 1892
17 20 3369
12 883 4913
5 265 1093
53 146 1279
54 758 4682
17 923 348
57 743 1689
16 860 2759
49 464 1301
11 402 4010
2 731 4427
25 791 2827
22 421 1364
59 137 3396
53 904 2491
31 645 1296
10 14 3001
30 746 3863
55 660 241
56 245 1786
14 484 3432
26 232 2147
51 132 996
56 868 3978
57 996 1438
57 367 2943
1 435 3937
5 336 3882
50 62 3376
49 741 52
57 765 4270
3 206 2709
48 663 3462
30 922 2927
39 595 2095
11 772 170
54 159 713
60 871 1026
3 276 1360
25 174 1610
44 936 1755
31 956 717
41 830 2476
24 695 4183
16 200 1094
58 145 2769
44 914 1390
52 816 56
43 719 553
60 200 1798
24 282 3431
30 320 3170
44 333 350
56 240 4614
52 413 975
14 790 3282
14 188 3015
51 426 449
35 231 1015
36 79 1200
51 206 2858
49 254 642
36 366 2118
51 406 1910
30 278 1218
42 844 4057
24 165 434
42 945 4754
20 710 4944
59 836 4123
57 537 49
20 465 4591
11 552 17
22 563 2687
54 989 1977
48 568 1251
4 688 1442
18 21 1586
28 459 1549
59 869 276
47 547 4786
15 920 2654
58 151 4489
52 690 2212
42 326 3359
37 139 3758
60 954 3744
56 367 1191
11 932 76
27 153 3749
24 937 4499
18 628 3371
42 987 2089
31 155 1752
17 292 4549
53 624 2768
17 236 4387
52 649 4313
36 92 1277
41 45 3255
59 217 1430
33 64 1733
40 599 196
6 296 967
8 509 1576
50 587 2808
60 83 1296
51 497 2566
51 302 4367
28 974 3768
20 469 2703
41 131 2549
3 794 3190
22 106 1087
47 628 2104
29 354 4879
28 726 2212
38 501 2981
42 195 687
52 985 3980
24 487 302
1 834 765
26 971 3287
35 87 2521
51 262 1806
33 214 2758
48 549 3325
56 441 4890
55 407 2963
22 141 2534
16 195 762
14 680 2154
34 582 3387
38 521 1866
22 85 2665
8 532 714
48 216 3534
53 682 4033
7 553 930
50 146 1616
50 534 454
32 436 2449
57 833 4174
60 91 1570
51 147 2100
42 784 2889
30 547 396
18 75 3164
26 866 3588
7 221 434
26 120 1075
44 262 2559
53 913 1915
24 199 4480
20 145 3313
59 649 4570
15 761 208
40 695 21
31 963 3092
55 428 828
21 947 785
28 936 391
16 178 4295
25 440 1723
10 555 960
9 634 49
57 380 4599
29 59 3447
18 655 774
2 491 4912
29 831 1718
18 47 1219
50 117 4981
39 255 4447
18 639 2632
14 194 1677
12 892 92
17 937 1149
12 407 524
43 148 619
42 151 3327
43 871 716
43 153 4302
60 115 1944
48 758 1454
33 861 1246
44 539 4250
53 805 3695
4 509 191
56 449 3579
54 914 851
57 675 2776
58 509 2774
48 931 2926
52 84 3253
40 969 3257
12 788 1220
48 869 2721
42 787 4335
58 379 119
40 793 949
37 170 4062
23 267 2166
54 186 2445
50 450 694
56 376 3560
48 153 406
60 908 2915
7 899 127
39 311 4553
6 446 4618
42 562 3515
40 398 2502
38 954 2645
20 320 1574
48 241 96
1 583 996
50 411 246
3 605 4506
43 783 2864
23 1000 3812
10 458 994
5 30 954
27 505 2028
41 406 1089
55 826 2474
60 743 516
17 999 1309
15 449 935
59 348 1076
49 579 2561
59 583 2929
29 962 3333
8 527 1235
7 491 584
12 863 2390
20 40 3961
53 121 38
18 299 2176
22 760 3902
49 236 4636
12 653 4622
53 470 772
45 215 4684
9 728 808
51 582 2020
58 913 2524
15 121 2382
18 926 935
7 703 730
48 277 1225
45 659 3836
28 848 4518
59 72 736
18 685 3409
54 543 592
56 188 4506
43 181 4739
42 584 2700
26 785 1454
7 166 1033
20 82 4449
59 765 2317
55 940 414
59 898 2205
28 134 712
6 460 3485
54 767 1943
38 582 3612
15 162 575
42 882 2741
8 698 3966
57 255 2667
61 192 3477
39 700 1891
7 435 215
60 858 3173
41 425 2785
56 393 4136
37 370 1044
50 206 2206
45 958 313
27 862 3055
30 529 3324
23 899 3757
58 749 2727
20 1000 2807
61 253 2349
59 651 4577
10 866 2721
47 770 156
32 266 3061
42 884 4371
24 479 232
43 99 4531
58 471 749
6 739 2925
8 227 139
7 946 1117
51 645 4711
58 375 409
7 34 4389
23 383 1487
4 456 1538
32 618 1045
58 917 532
55 802 3543
50 690 2756
10 760 3149
45 125 1404
47 689 3513
18 808 727
37 424 4594
45 469 1675
13 203 2379
40 981 135
6 91 4370
26 972 1638
22 720 1629
4 867 3051
51 399 631
23 569 3324
33 422 4742
47 298 3753
6 490 3500
9 486 1193
50 740 1947
1 78 2287
36 117 3630
54 997 4998
30 300 3000
26 898 1400
33 969 2039
25 628 3839
17 112 1220
35 437 2995
9 116 2673
36 830 4109
29 91 1104
19 955 2674
16 122 1753
24 669 789
60 526 2345
51 700 2953
43 149 122
38 877 2560
33 713 3086
28 883 1334
23 476 1124
47 99 1357
53 634 1939
35 887 1393
54 275 3611
29 585 212
40 723 2048
6 768 4947
25 320 2901
16 992 4852
47 314 732
21 727 3020
46 107 3535
13 45 3600
29 456 4622
5 42 3199
52 765 351
60 345 1037
3 435 1565
59 108 3817
56 133 463
52 147 4287
56 286 382
39 857 4130
49 950 4696
19 726 300
45 862 742
10 567 4954
20 982 2430
60 894 1849
45 530 32
58 404 4472
9 428 715
55 893 1683
19 646 4225
35 895 2943
11 261 2238
27 33 3185
5 697 4171
21 900 3547
25 122 3981
55 676 2945
9 355 2175
59 485 1115
13 564 2400
26 190 2088
4 745 742
14 478 1790
38 527 4656
54 431 1774
9 585 2802
36 502 4658
27 994 1176
20 721 2281
50 57 4760
2 114 75
45 337 1315
8 995 1281
47 187 633
24 513 2530
47 980 2398
57 165 3484
25 521 4577
8 591 3662
47 472 1767
56 525 4402
47 841 3023
50 243 2911
43 747 3007
21 768 2108
38 177 4175
60 851 784
54 518 2308
52 184 3656
49 200 4380
28 445 1076
45 240 3297
54 124 4440
15 573 4322
50 630 949
46 63 2890
38 302 1060
19 909 2562
30 432 817
44 722 4347
42 864 4373
50 263 2519
56 132 1718
24 77 3945
41 196 3756
41 220 4602
10 383 2192
17 920 2523
17 283 1474
60 317 4585
9 104 4040
10 594 3137
41 850 3281
58 833 4061
48 346 1678
54 312 1262
40 669 4675
20 367 2163
53 444 611
39 188 914
13 66 1618
10 624 3339
58 192 3120
1 809 4843
51 729 2999
29 435 360
52 830 4404
39 67 3758
34 971 3654
55 626 3063
43 80 2228
29 557 3360
51 782 2442
58 395 3979
44 337 4059
46 435 778
18 694 2501
21 764 4816
49 655 2324
36 824 308
48 274 963
51 344 1655
2 722 3997
59 201 1768
50 914 3536
37 104 2114
6 185 4271
53 328 2891
38 951 4183
57 805 905
59 497 3539
61 436 1992
7 694 677
41 746 699
60 201 1567
35 574 1734
55 530 2405
13 276 2056
50 335 2977
27 315 4050
28 449 2996
51 82 2711
1 50 1236
49 395 1608
46 409 1200
50 316 964
55 939 2585
41 925 3006
23 851 437
4 535 3565
52 893 3719
58 184 2105
35 828 1624
18 426 1124
37 129 2950
49 509 373
34 141 4064
53 93 2615
57 350 352
61 332 4327
7 864 4529
20 39 2975
57 213 569
5 505 1893
45 374 4434
54 390 4926
37 968 3145
24 445 3672
12 424 666
8 182 1884
41 697 2447
46 885 792
42 856 1207
3 574 1731
36 164 2592
14 250 793
14 219 3191
55 483 4034
52 263 4344
60 291 446
48 905 770
14 128 1559
3 102 1809
38 498 2043
57 489 4263
50 679 4297
1 228 1338
53 969 2519
48 897 3511
53 120 3348
32 846 4225
36 403 2545
16 173 1903
20 840 4686
57 199 4260
18 732 2201
43 286 2402
48 110 2370
57 875 4756
9 278 1979
9 447 3086
58 834 3283
31 135 148
44 99 2936
13 605 2925
3 378 2699
19 809 689
56 467 3702
3 197 3791
11 803 4716
3 36 4642
29 226 2609
56 981 390
57 892 791
36 842 1665
46 361 4793
56 938 4218
35 179 2283
31 387 3394
2 462 2006
56 81 1974
16 659 4985
59 136 371
52 537 3369
38 576 867
57 337 550
5 788 3197
52 791 357
13 821 1075
13 434 2272
40 173 179
51 143 214
24 559 1105
34 120 1196
44 389 4440
27 778 3593
16 916 1471
46 101 1079
12 908 1790
16 206 3660
56 484 3976
53 783 3811
54 576 4804
53 835 3703
34 172 4863
61 393 1677
51 765 768
21 345 3875
44 419 3495
14 758 1629
46 496 1605
47 617 1794
19 442 997
48 745 550
27 596 2374
55 120 4864
23 426 1043
49 808 2118
39 664 3684
47 733 4568
29 31 631
43 597 2920
46 468 596
5 331 3018
32 536 3459
54 713 2072
49 832 4709
48 460 2803
33 379 4381
45 794 2990
61 127 104
36 100 1773
29 959 4786
28 216 320
45 468 2185
46 222 4865
31 444 4511
49 506 4753
57 745 1773
33 655 2818
16 68 3096
12 896 3150
58 733 2252
18 137 1772
42 114 4109
20 855 418
46 590 4529
5 811 4477
25 186 425
7 456 1912
58 937 4120
52 912 3898
45 683 3764
6 12 1561
52 481 1831
49 731 3877
41 141 4484
60 636 3327
43 163 1360
42 274 3070
15 286 640
23 400 3602
60 940 1710
51 498 2992
3 565 629
25 925 280
55 233 158
41 891 1390
60 520 1100
55 185 2370
35 121 3673
26 889 1229
16 414 156
21 117 1397
58 105 4335
46 430 3755
41 257 1284
11 381 622
58 824 2469
1 136 1896
47 283 4300
30 606 3954
51 740 625
35 622 2644
24 922 4084
6 55 2261
4 89 4350
54 259 3521
18 133 1348
37 296 1649
30 383 3060
33 380 3291
16 675 1214
23 757 1505
12 482 2329
10 805 2813
12 248 3209
17 135 3470
44 132 3126
46 764 3270
54 971 616
44 211 306
43 394 1171
46 310 4260
50 252 179
30 315 1891
5 231 3949
46 813 1487
43 196 1179
34 686 1778
40 128 4769
24 594 121
42 616 3555
35 982 3237
28 425 881
45 433 3725
24 323 4414
44 762 1434
59 465 3790
61 413 1526
46 665 4588
3 303 1925
7 747 4494
36 188 2057
19 933 753
5 89 2108
35 182 625
54 945 1741
44 373 2599
59 900 2865
12 800 1511
60 402 2425
20 939 490
35 102 1687
58 127 844
46 500 376
39 782 2660
32 557 2192
23 993 2678
56 363 1177
56 984 2739
13 760 4622
20 255 1878
42 741 1001
39 440 2448
11 442 1257
56 860 285
51 182 2525
12 425 4562
21 976 1153
42 448 434
58 966 2474
14 410 4266
50 53 3317
6 652 1913
30 312 4888
60 620 3655
51 734 4243
48 741 3829
55 90 4663
3 376 1701
52 601 3480
60 651 4529
24 45 4936
27 683 4602
49 628 1994
57 477 1140
51 383 1351
43 97 3769
49 613 3060
28 993 363
41 993 2656
41 782 283
18 298 2778
51 640 3884
31 431 1392
59 160 4762
47 290 3782
7 704 1336
32 821 1892
15 637 3015
52 98 3074
10 482 4199
2 937 2568
3 951 3815
53 519 1487
37 84 2051
55 257 4233
7 917 3002
21 509 3557
43 775 422
57 946 1475
31 962 3485
8 507 1300
25 109 4117
4 172 4347
42 950 4352
27 133 1827
35 896 1218
19 117 4508
61 738 4737
16 615 4527
57 138 3404
47 278 988
55 667 650
36 548 2222
46 777 3818
51 440 4228
30 517 417
46 750 4779
11 170 4248
60 749 531
27 633 3015
19 928 4509
3 579 4648
50 613 3013
38 73 2268
18 753 3068
19 302 2668
48 337 2235
27 428 3857
2 699 3588
21 986 2451
1 140 4850
19 576 4285
38 548 1045
36 134 4307
37 677 592
59 70 4284
45 997 1905
35 731 3806
52 295 476
58 722 4092
34 932 2592
37 369 3688
51 181 4862
56 99 4362
23 193 1281
35 224 3816
57 265 2991
59 475 4397
27 827 2490
51 289 3029
57 161 2378
20 858 1481
16 696 2353
23 80 1515
61 76 1098
46 375 3720
52 489 1196
16 862 317
19 874 2430
50 532 4963
52 959 758
35 220 2141
34 848 1843
53 602 2735
57 274 1707
39 900 4082
60 258 1073
4 516 3694
37 941 3070
10 653 2346
22 754 2665
9 143 4266
44 221 4760
48 926 2432
46 662 3197
52 655 3922
52 420 3940
51 257 1191
29 714 4472
36 397 2286
39 310 3353
49 175 2712
61 658 2759
61 322 1781
60 892 856
59 637 1408
6 960 4656
59 384 2866
56 761 4974
1 426 2574
53 659 818
13 534 4282
56 457 1076
61 187 4123
43 902 3982
36 599 833
42 599 477
58 233 1755
25 276 4581
19 564 3326
19 586 4048
39 104 4915
30 903 562
39 615 4452
42 916 2271
60 594 804
56 162 4073
41 630 3282
51 798 1535
57 348 127
59 405 3775
1 416 1965
11 191 3617
6 813 1585
32 491 2236
53 848 2036
29 122 2688
54 920 576
33 269 4831
42 544 1700
43 105 548
32 119 270
26 730 2560
44 905 2293
26 27 670
55 658 2670
61 771 4412
54 539 3413
45 158 1589
6 966 1125
61 786 140
33 903 372
45 385 384
4 127 1468
60 891 4735
4 693 2744
51 407 2869
32 214 1531
57 720 4730
28 872 2842
17 128 4986
10 795 2215
41 385 1013
49 379 2448
16 104 4962
27 441 4495
35 751 2760
36 911 1812
4 691 106
16 19 979
6 11 541
1 35 1117
51 657 4492
14 115 2494
24 617 2512
26 722 2084
41 262 1323
42 453 1694
50 417 4052
39 95 3138
47 273 241
34 358 4785
22 678 3167
42 789 1240
56 358 1046
56 751 4363
47 116 761
18 689 4535
50 361 266
58 258 1133
28 525 4873
6 646 4986
41 303 868
18 157 4224
20 413 681
56 405 48
14 48 3339
47 322 1778
16 641 3211
53 417 4358
56 712 2718
8 703 3144
59 95 4556
32 461 4308
56 291 3191
50 299 429
42 147 2456
2 89 4799
37 934 1637
15 823 282
1 719 2134
13 207 504
34 259 2602
49 728 1351
33 710 3773
37 415 2090
3 430 1818
43 850 600
38 700 2527
61 391 817
32 380 213
52 861 1619
52 720 3365
35 996 3546
31 365 3111
37 885 2025
50 901 4516
28 336 2213
50 580 3438
49 375 2564
14 929 2166
39 862 4906
20 546 3019
28 895 544
26 896 4651
33 394 4531
41 618 3461
13 660 2444
21 878 3338
17 220 2494
18 446 3098
26 907 4395
6 692 667
56 429 1607
5 625 1880
9 159 462
59 707 3463
56 139 2227
46 357 4139
54 256 124
46 221 2770
61 979 415
39 920 1663
10 371 3789
9 133 999
34 793 1570
22 873 3529
30 415 1667
25 268 2564
12 822 3152
46 806 1449
55 497 4234
26 637 2360
32 399 673
23 923 3627
32 796 3522
23 289 219
41 731 3409
43 890 1390
7 919 1235
54 188 797
43 934 1441
56 235 83
39 100 2400
61 183 1042
17 564 4839
46 895 2250
56 574 14
15 659 3971
59 561 3473
33 828 1802
45 80 1983
58 813 1464
19 800 2215
11 821 72
17 728 4466
16 462 3261
14 499 1322
44 734 3523
2 960 1606
36 719 955
27 677 3743
59 578 4533
39 596 735
50 956 1225
21 420 4785
58 98 2276
20 737 367
16 811 659
49 586 3166
53 411 2337
26 968 521
36 384 2401
12 131 2128
34 288 1552
44 522 4538
3 451 1355
38 922 1960
57 941 3858
33 605 1697
22 249 3427
40 626 1334
40 544 952
29 666 2632
47 564 203
25 835 4011
60 622 4632
4 476 1499
56 623 2034
57 924 1514
25 71 2381
28 570 4401
35 986 4129
40 156 4396
58 780 1354
6 526 3729
60 366 3122
38 126 124
27 945 1287
18 362 1239
18 847 915
18 812 1090
56 98 4327
12 626 2278
25 506 2647
4 238 1492
6 580 1585
10 454 1760
54 631 1318
58 690 3098
14 904 3886
54 267 3220
57 336 2423
50 283 2760
5 102 3386
59 293 3168
36 698 587
3 767 353
44 393 3271
48 769 991
45 608 2195
49 269 74
59 938 1742
16 735 556
27 938 1532
55 239 1118
18 557 2079
1 72 4208
60 684 4338
52 994 1016
57 210 3636
1 340 401
39 119 4779
26 647 4533
49 923 192
53 80 4507
21 479 2958
37 986 1219
56 798 4917
3 122 3587
34 844 1188
19 348 141
2 305 2719
61 189 554
46 432 2941
5 628 1689
36 155 491
38 54 4862
8 889 2526
23 461 4163
52 279 3189
52 951 607
2 498 1714
61 851 4147
51 140 1136
44 696 2449
28 257 1462
7 639 516
46 728 2846
48 196 3653
43 419 857
58 794 3239
1 468 1882
60 584 597
23 617 1588
60 221 1984
4 895 3732
51 857 1232
20 363 4455
43 426 1678
29 710 870
10 811 3018
42 177 1764
34 452 1113
14 497 2781
52 677 688
55 887 1663
39 702 4039
42 634 3770
35 566 3091
1 307 4782
56 288 1192
51 173 321
35 398 731
4 131 4326
40 242 2323
39 375 2441
5 87 2629
40 391 2758
6 779 4264
20 415 1293
27 546 2336
61 798 2288
57 741 4551
22 812 4243
16 658 908
11 366 685
9 285 1457
31 482 2483
47 684 2500
34 988 4648
21 430 1918
10 702 1114
54 648 4390
7 99 2694
60 486 4638
14 272 1928
45 360 2177
29 404 2733
30 284 3876
7 353 2614
29 740 3942
55 389 1122
43 500 2792
15 555 3804
41 330 3306
55 326 4623
10 451 2412
7 620 2658
20 804 523
47 821 2037
34 757 1865
54 499 1565
41 316 1016
36 647 1238
56 269 1394
39 272 1285
56 400 3358
40 774 3031
18 970 2105
37 966 3253
58 702 2152
16 561 1283
14 669 1273
8 649 2978
16 176 2215
18 90 3099
45 625 1637
54 872 55
44 537 1291
52 160 1149
16 172 2783
7 108 3768
50 856 4840
24 509 3627
51 308 3147
42 355 2582
10 418 1301
51 713 2430
28 956 1972
52 480 1675
61 355 2961
44 356 4762
38 740 1191
24 242 1542
51 986 2550
24 419 1707
49 435 4959
53 706 3161
42 861 4074
50 557 128
50 375 913
39 290 3817
1 22 4516
57 784 728
49 569 4457
37 190 1142
46 760 644
50 105 3714
33 152 860
54 250 796
54 221 3630
8 463 4913
39 854 3792
45 902 4096
42 613 1153
59 481 2688
50 336 3736
27 537 3263
45 713 3707
49 340 1730
7 453 3941
29 987 1196
60 613 1415
54 405 1941
24 557 178
22 823 72
44 996 1977
56 686 4624
34 83 2350
33 177 679
3 437 4361
48 492 722
27 309 2159
42 785 688
46 336 479
39 724 1813
24 794 1469
57 176 2637
46 780 1238
53 495 3588
37 809 2196
51 847 981
34 343 2515
4 328 648
23 676 3615
54 96 2814
44 500 2352
53 251 2009
46 580 4945
14 262 30
20 599 2772
16 249 3435
49 418 1541
1 246 1348
19 418 4766
29 329 4591
47 816 2362
52 320 3043
52 682 3666
3 786 612
32 912 423
58 775 1999
5 803 163
11 458 709
52 261 3493
10 129 4650
53 84 1417
49 130 2532
52 802 452
9 232 2385
9 798 2428
32 775 1775
14 195 62
55 132 2251
31 609 2826
14 915 211
29 745 1484
47 654 2026
59 808 854
54 102 838
43 614 3917
45 270 2501
35 135 4538
14 218 386
37 354 3910
56 629 1844
39 431 4302
41 626 3110
55 362 1343
43 791 1774
47 969 777
46 58 4455
57 527 250
8 794 3168
32 692 2062
41 148 991
32 256 3161
60 224 1919
54 272 267
32 991 1108
42 519 2072
56 268 2656
39 667 3359
42 57 3413
19 845 2777
17 439 4445
58 347 2698
6 192 4617
3 156 2007
31 408 3955
34 731 946
31 118 1736
60 745 4469
56 532 1794
56 513 3299
14 728 2349
53 671 4935
51 186 2517
39 162 3182
58 721 141
11 160 3553
15 579 2394
56 496 1421
60 514 633
15 845 1047
29 521 2587
58 624 3589
60 80 2482
46 276 3941
13 609 1287
31 698 3221
17 648 3854
50 511 672
62 344 3611
55 524 3974
1 389 4717
3 996 420
6 762 1141
37 324 4060
42 294 1274
14 949 2848
40 490 410
52 272 1557
27 614 2806
47 555 2175
46 244 534
59 184 4375
45 326 3791
56 485 2184
26 756 3316
21 942 4742
19 272 4401
23 441 1560
23 632 3695
56 667 806
57 158 555
57 85 86
29 181 3241
60 113 4606
35 633 3246
56 647 2511
44 102 1977
57 124 4726
35 510 2849
15 808 4276
38 583 4994
37 801 466
60 379 1912
57 508 1441
12 275 2417
44 269 2096
58 706 54
10 480 2583
49 540 1623
34 777 4558
52 860 465
21 315 980
11 300 617
58 616 1879
28 283 1101
11 220 2441
24 220 2084
5 29 4192
40 315 2924
45 435 2460
7 522 4813
43 288 1861
12 669 2556
33 148 15
23 69 1536
28 761 154
52 141 817
37 414 81
57 955 4718
12 484 791
37 350 1565
61 478 1196
61 920 2205
21 659 363
12 213 2301
7 572 2655
36 474 2627
59 265 3012
19 577 526
26 83 3468
59 215 4642
50 917 3158
56 59 4440
59 469 428
58 239 1603
60 945 947
53 211 2065
31 524 1706
54 486 4012
49 385 4145
20 302 3285
11 155 1717
33 536 2011
24 711 1842
9 769 1901
57 494 3770
42 139 3464
24 344 2680
13 397 1581
19 860 3994
22 284 3974
58 636 143
57 849 2634
53 584 2888
49 309 227
37 434 3600
12 747 3732
38 488 3173
13 873 4321
12 239 1811
6 543 1417
16 808 279
36 91 4403
2 272 1276
61 740 2235
6 949 2360
30 754 91
38 335 2202
54 316 2466
60 776 195
48 818 3875
23 362 2396
47 801 1372
26 809 2628
5 116 1899
52 779 724
35 937 780
44 427 4664
21 740 139
52 310 1505
20 892 2465
49 493 3890
47 892 1249
34 406 3607
11 437 3385
52 659 2792
11 529 4701
44 798 290
7 123 134
21 198 2709
43 571 3787
12 121 3979
61 154 3383
44 516 4241
40 174 3193
38 230 1402
60 775 202
21 214 1982
48 67 1954
21 786 2828
2 395 1177
17 367 4572
30 727 4874
11 738 3607
41 758 850
35 354 3551
24 54 1515
32 535 2276
15 43 547
10 409 1295
10 647 559
19 397 3892
61 706 942
45 364 2777
3 702 3479
59 417 4727
52 157 3609
3 723 1332
57 226 315
44 932 2416
13 30 3210
58 226 1038
51 807 2123
41 329 1565
40 604 4009
16 525 2488
45 663 3958
24 978 2269
37 587 2470
20 489 103
25 725 728
57 691 1035
16 549 2836
35 804 3485
47 139 2025
39 308 4314
57 122 1462
44 528 1216
16 786 1636
37 508 1289
48 603 2786
39 670 408
23 976 3309
19 961 1210
48 598 563
53 796 3727
16 381 4103
53 966 838
51 226 4491
6 916 4844
60 719 2949
56 491 1603
47 820 2976
37 874 4072
52 458 3087
36 604 4872
32 554 2806
17 946 2445
55 746 1456
61 79 1183
60 808 1478
39 482 2060
50 558 2525
55 936 516
54 712 710
45 586 4262
62 353 3768
57 609 1766
14 449 4032
61 721 181
47 287 78
3 48 4116
56 615 471
32 205 4036
59 601 4861
15 667 2234
41 391 2656
11 839 2644
36 87 3603
54 898 2532
20 782 1374
56 88 1648
19 158 3067
42 816 2418
3 588 4992
43 697 2251
48 144 2481
7 781 228
49 67 3982
26 168 4681
4 410 1104
55 706 3392
44 354 210
61 941 2092
6 925 1657
28 127 1530
54 192 524
30 421 1216
9 892 359
22 942 4547
50 510 1625
58 618 2304
59 172 625
33 866 2061
7 358 3508
53 485 122
24 315 1807
57 89 3149
19 129 1861
44 167 3800
60 597 121
14 889 4194
38 199 4834
1 510 4817
15 513 1253
57 110 766
8 661 3667
4 362 4384
57 952 2071
19 455 2755
42 860 906
51 675 4515
34 418 669
8 503 3247
58 100 4963
43 849 3966
10 590 3403
14 37 2587
44 317 4400
34 768 2337
54 113 4941
24 549 4184
25 921 1688
1 443 2808
56 77 3028
22 733 755
18 860 3729
16 732 289
59 111 859
60 358 2547
17 121 3899
5 937 3763
45 743 4378
2 636 1232
38 66 1839
20 860 565
60 890 442
35 386 494
50 298 3416
25 724 4877
14 528 130
52 850 291
59 641 4409
10 209 3714
28 140 3041
31 675 813
46 363 3111
57 412 4820
60 947 85
55 965 3223
43 90 1921
13 648 3138
52 151 779
32 377 1846
19 773 1141
29 174 284
56 705 4080
9 610 1319
47 592 428
48 898 1451
23 603 3312
31 401 891
9 694 2265
40 731 4701
31 998 4758
4 83 2309
27 793 1822
45 985 4862
23 785 1459
17 107 91
54 72 4736
11 729 435
44 981 3665
32 900 2772
50 387 1179
22 123 496
62 274 3458
48 949 2490
25 220 2041
56 614 4621
46 745 2221
45 866 1767
44 406 1831
46 247 44
50 448 3490
61 488 2804
36 527 3521
19 954 86
30 852 3773
1 327 4200
27 296 4295
14 413 1431
43 162 1120
47 370 1054
14 367 3767
54 313 2151
37 163 4452
18 256 2650
61 878 606
51 721 2354
56 336 248
11 34 2685
31 226 897
46 987 1130
61 556 3958
45 286 2855
44 810 3673
59 478 60
50 890 49
29 245 4853
22 879 214
57 157 3937
14 52 2372
41 719 4267
52 220 4803
15 850 3693
49 212 1575
62 419 811
14 864 138
43 877 1469
61 891 3603
35 83 2567
36 775 713
11 717 4500
49 630 817
19 578 1083
56 822 758
13 529 1175
55 89 2085
23 367 199
36 476 943
50 621 2443
62 71 2873
46 856 3811
61 702 4021
29 986 2099
12 77 487
30 445 1987
37 953 738
54 317 4054
1 733 1062
23 256 1886
9 328 2176
62 503 631
5 176 4066
41 346 1634
50 823 1204
59 506 1711
59 162 893
48 261 3186
14 887 3387
38 854 985
50 180 4338
52 820 611
42 487 4227
20 963 2452
33 636 2364
32 219 363
51 108 4437
60 195 2975
44 960 1090
28 364 4458
51 472 818
43 137 975
58 615 2213
12 579 3646
18 112 4004
59 289 1844
9 435 4237
39 254 2642
43 720 2614
56 157 573
52 728 2097
3 806 2214
20 61 4710
31 745 3169
8 957 1798
54 774 1965
4 719 1098
27 688 2633
54 649 187
20 396 194
59 243 665
30 951 3554
16 738 2178
56 618 4085
46 356 4612
52 400 222
61 484 4768
55 103 1757
10 354 1012
45 686 3813
59 392 329
47 434 958
20 887 1838
62 298 4712
22 290 2342
24 992 4773
5 371 1284
4 353 1167
51 883 4928
51 335 1081
49 657 2541
60 213 2467
31 346 1106
51 354 4101
4 175 3449
7 517 1150
26 767 4338
54 397 4915
28 428 405
55 196 282
35 918 16
4 804 1739
13 187 3222
12 68 3624
56 72 3130
49 511 4228
51 768 2500
29 825 2498
12 95 2695
58 761 1698
3 143 4
3 81 2787
2 593 2938
58 450 1249
36 245 307
